year,name,amount
2014,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",5650000.0
2015,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",6050000.0
2016,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",5750000.0
2017,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",5450000.0
2018,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",5150000.0
2000,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",7450000.0
2001,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",8250000.0
2002,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",9550000.0
2003,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",9500000.0
2004,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",12500000.0
2005,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",11500000.0
2006,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",14500000.0
2007,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",16500000.0
2008,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",23500000.0
2009,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",24500000.0
2010,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",24500000.0
2011,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",26500000.0
2012,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",22500000.0
2013,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",25500000.0
2014,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",46500000.0
2015,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",57500000.0
2016,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",56500000.0
2017,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",76500000.0
2018,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",68500000.0
2019,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",71500000.0
2020,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",76729000.0
2001,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",7550000.0
2002,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",9500000.0
2003,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",8450000.0
2004,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",10500000.0
2005,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",10500000.0
2006,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",9250000.0
2007,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",6850000.0
2008,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",8450000.0
2009,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",13500000.0
2010,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",10500000.0
2011,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",7650000.0
2012,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",32500000.0
2013,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",47500000.0
2014,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",41500000.0
2015,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",50500000.0
2016,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",60500000.0
2017,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",94500000.0
2018,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",135000000.0
2019,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",115000000.0
2020,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",256264000.0
2000,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",14500000.0
2001,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",14500000.0
2002,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",14500000.0
2003,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",14500000.0
2004,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",16500000.0
2005,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",15500000.0
2006,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",15500000.0
2007,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",16500000.0
2008,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",16500000.0
2009,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",23500000.0
2010,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",23500000.0
2011,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",15500000.0
2012,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",16500000.0
2013,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",16500000.0
2014,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",14500000.0
2015,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",15500000.0
2016,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",20500000.0
2017,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",75500000.0
2018,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",74500000.0
2019,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",73500000.0
2020,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",73127000.0
2000,"Херсонський державний завод ""Палада""",65500000.0
2001,"Херсонський державний завод ""Палада""",68500000.0
2002,"Херсонський державний завод ""Палада""",45500000.0
2003,"Херсонський державний завод ""Палада""",64500000.0
2004,"Херсонський державний завод ""Палада""",70500000.0
2005,"Херсонський державний завод ""Палада""",70500000.0
2006,"Херсонський державний завод ""Палада""",105000000.0
2007,"Херсонський державний завод ""Палада""",125000000.0
2008,"Херсонський державний завод ""Палада""",175000000.0
2009,"Херсонський державний завод ""Палада""",165000000.0
2010,"Херсонський державний завод ""Палада""",135000000.0
2011,"Херсонський державний завод ""Палада""",125000000.0
2012,"Херсонський державний завод ""Палада""",94500000.0
2013,"Херсонський державний завод ""Палада""",95500000.0
2014,"Херсонський державний завод ""Палада""",105000000.0
2015,"Херсонський державний завод ""Палада""",125000000.0
2016,"Херсонський державний завод ""Палада""",175000000.0
2017,"Херсонський державний завод ""Палада""",105000000.0
2018,"Херсонський державний завод ""Палада""",98500000.0
2019,"Херсонський державний завод ""Палада""",105000000.0
2020,"Херсонський державний завод ""Палада""",107757000.0
2012,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",275000000.0
2013,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",285000000.0
2014,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",285000000.0
2015,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",325000000.0
2016,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",165000000.0
2017,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",54500000.0
2018,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",38500000.0
2019,"Державне підприємство Міністерства оборони України ""Українська авіаційна транспортна компанія""",30500000.0
2010,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",9550000.0
2013,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",5350000.0
2014,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",6050000.0
2015,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",8050000.0
2016,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",18500000.0
2017,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",19500000.0
2018,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",20500000.0
2019,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",17500000.0
2020,"Державне підприємство Міністерства оборони України ""Укроборонресурси""",17230000.0
2006,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",3350000.0
2007,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",2950000.0
2008,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",3050000.0
2009,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",4350000.0
2010,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",6150000.0
2011,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",4650000.0
2012,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",4250000.0
2013,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",4350000.0
2014,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",3550000.0
2015,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",3150000.0
2016,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",3350000.0
2017,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",27500000.0
2018,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",27500000.0
2019,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",26500000.0
2020,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",25486000.0
2000,"Державне підприємство ""Склопластик""",3150000.0
2001,"Державне підприємство ""Склопластик""",3750000.0
2002,"Державне підприємство ""Склопластик""",3450000.0
2003,"Державне підприємство ""Склопластик""",3650000.0
2004,"Державне підприємство ""Склопластик""",4350000.0
2005,"Державне підприємство ""Склопластик""",3950000.0
2006,"Державне підприємство ""Склопластик""",3450000.0
2007,"Державне підприємство ""Склопластик""",4350000.0
2008,"Державне підприємство ""Склопластик""",4950000.0
2009,"Державне підприємство ""Склопластик""",4950000.0
2010,"Державне підприємство ""Склопластик""",8250000.0
2011,"Державне підприємство ""Склопластик""",14500000.0
2012,"Державне підприємство ""Склопластик""",12500000.0
2013,"Державне підприємство ""Склопластик""",5650000.0
2000,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",22500000.0
2001,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",22500000.0
2002,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",24500000.0
2003,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",23500000.0
2004,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",23500000.0
2005,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",24500000.0
2006,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",24500000.0
2007,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",24500000.0
2008,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",16500000.0
2009,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",19500000.0
2010,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",22500000.0
2011,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",23500000.0
2012,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",35500000.0
2013,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",33500000.0
2014,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",29500000.0
2015,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",31500000.0
2016,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",35500000.0
2017,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",36500000.0
2018,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",41500000.0
2019,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",37500000.0
2020,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",39546000.0
2000,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",8150000.0
2001,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",22500000.0
2002,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",17500000.0
2005,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",7050000.0
2006,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",9050000.0
2007,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",12500000.0
2008,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",58500000.0
2009,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",115000000.0
2011,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",25500000.0
2012,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",7750000.0
2013,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",33500000.0
2014,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",175000000.0
2015,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",155000000.0
2016,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",94500000.0
2017,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",155000000.0
2018,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",145000000.0
2019,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",105000000.0
2020,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",82219000.0
2000,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",68500000.0
2001,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",52500000.0
2002,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",33500000.0
2003,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",59500000.0
2005,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",165000000.0
2006,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",165000000.0
2007,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",185000000.0
2008,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",275000000.0
2009,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",765000000.0
2010,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",955000000.0
2011,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",785000000.0
2012,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",665000000.0
2013,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",605000000.0
2014,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",925000000.0
2015,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",1350000000.0
2016,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",1450000000.0
2017,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",2150000000.0
2018,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",2150000000.0
2019,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",2550000000.0
2020,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",2786830000.0
2001,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,1050000.0
2002,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,1050000.0
2003,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,1050000.0
2004,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,975000.0
2005,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,965000.0
2006,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,2350000.0
2007,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,1450000.0
2008,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,4950000.0
2009,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,35500000.0
2010,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,15500000.0
2011,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,18500000.0
2012,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,13500000.0
2013,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,17500000.0
2014,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,14500000.0
2015,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,5950000.0
2016,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,3550000.0
2017,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,2550000.0
2018,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,2950000.0
2019,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,3150000.0
2020,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,2858600.0
2000,"""Львівський державний завод ""ЛОРТА""",80500000.0
2001,"""Львівський державний завод ""ЛОРТА""",74500000.0
2002,"""Львівський державний завод ""ЛОРТА""",76500000.0
2003,"""Львівський державний завод ""ЛОРТА""",79500000.0
2004,"""Львівський державний завод ""ЛОРТА""",89500000.0
2005,"""Львівський державний завод ""ЛОРТА""",85500000.0
2006,"""Львівський державний завод ""ЛОРТА""",83500000.0
2007,"""Львівський державний завод ""ЛОРТА""",82500000.0
2008,"""Львівський державний завод ""ЛОРТА""",84500000.0
2009,"""Львівський державний завод ""ЛОРТА""",86500000.0
2010,"""Львівський державний завод ""ЛОРТА""",88500000.0
2011,"""Львівський державний завод ""ЛОРТА""",105000000.0
2012,"""Львівський державний завод ""ЛОРТА""",115000000.0
2013,"""Львівський державний завод ""ЛОРТА""",115000000.0
2014,"""Львівський державний завод ""ЛОРТА""",185000000.0
2015,"""Львівський державний завод ""ЛОРТА""",185000000.0
2016,"""Львівський державний завод ""ЛОРТА""",195000000.0
2017,"""Львівський державний завод ""ЛОРТА""",185000000.0
2018,"""Львівський державний завод ""ЛОРТА""",245000000.0
2019,"""Львівський державний завод ""ЛОРТА""",315000000.0
2000,Ізюмський казенний приладобудівний завод,78500000.0
2001,Ізюмський казенний приладобудівний завод,78500000.0
2002,Ізюмський казенний приладобудівний завод,80500000.0
2003,Ізюмський казенний приладобудівний завод,76500000.0
2004,Ізюмський казенний приладобудівний завод,77500000.0
2005,Ізюмський казенний приладобудівний завод,78500000.0
2006,Ізюмський казенний приладобудівний завод,80500000.0
2007,Ізюмський казенний приладобудівний завод,135000000.0
2008,Ізюмський казенний приладобудівний завод,145000000.0
2009,Ізюмський казенний приладобудівний завод,145000000.0
2010,Ізюмський казенний приладобудівний завод,165000000.0
2011,Ізюмський казенний приладобудівний завод,165000000.0
2012,Ізюмський казенний приладобудівний завод,165000000.0
2013,Ізюмський казенний приладобудівний завод,165000000.0
2014,Ізюмський казенний приладобудівний завод,185000000.0
2015,Ізюмський казенний приладобудівний завод,225000000.0
2016,Ізюмський казенний приладобудівний завод,245000000.0
2017,Ізюмський казенний приладобудівний завод,275000000.0
2018,Ізюмський казенний приладобудівний завод,315000000.0
2019,Ізюмський казенний приладобудівний завод,385000000.0
2020,Ізюмський казенний приладобудівний завод,434895000.0
2001,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",12500.0
2002,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",5000.0
2003,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",67500.0
2004,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",12500000.0
2006,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",29500000.0
2007,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",57500000.0
2008,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",50500000.0
2009,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",50500000.0
2010,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",51500000.0
2011,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",53500000.0
2012,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",54500000.0
2013,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",40500000.0
2014,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",39500000.0
2015,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",39500000.0
2016,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",39500000.0
2017,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",38500000.0
2018,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",38500000.0
2019,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",37500000.0
2020,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",37698000.0
2001,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",52500.0
2005,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",1750000.0
2006,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",1850000.0
2007,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",2750000.0
2008,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",3650000.0
2009,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",2950000.0
2010,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",2550000.0
2011,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",1650000.0
2012,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",1550000.0
2013,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",2750000.0
2014,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",3950000.0
2015,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",6450000.0
2016,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",5850000.0
2017,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",9050000.0
2018,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",5150000.0
2019,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",5350000.0
2020,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",4966000.0
2003,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",8450000.0
2007,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",6250000.0
2008,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",5850000.0
2009,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",5450000.0
2010,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",6050000.0
2011,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",5950000.0
