year,name,wear,tear,total
2000,"Державне підприємство Міністерства оборони України ""Євпаторійський авіаційний ремонтний завод""",7750000.0,18500000.0,26500000.0
2000,"Державне підприємство Міністерства оборони України ""Запорізький автомобільний ремонтний завод"" (Військова частина А 0652)",5550000.0,7150000.0,12500000.0
2000,"Державне підприємство Міністерства оборони України ""Одеське авіаційно-ремонтне підприємство ""Одесавіаремсервіс""",9650000.0,18500000.0,28500000.0
2000,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",63500000.0,44500000.0,105000000.0
2000,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",54500000.0,50500000.0,105000000.0
2000,"Державне підприємство Науково-дослідний центр ""Вертоліт""",5550000.0,12500000.0,17500000.0
2000,"Державне підприємство Науково-дослідний інститут ""Буран""",325000.0,27500.0,355000.0
2000,Державне підприємство Український радіотехнічний інститут,3550000.0,2850000.0,6450000.0
2000,"Державне підприємство Центральне конструкторське бюро ""Ізумруд""",4450000.0,2450000.0,6850000.0
2000,Державне підприємство “Завод 410 ЦА”,39500000.0,18500000.0,58500000.0
2000,Донецький казенний завод хімічних виробів,69500000.0,88500000.0,155000000.0
2000,"Запорізьке державне підприємство ""Радіоприлад""",54500000.0,97500000.0,155000000.0
2000,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",1750000.0,775000.0,2550000.0
2000,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",52500000.0,58500000.0,115000000.0
2000,"Казенне підприємство ""Радіовимірювач""",39500000.0,67500000.0,105000000.0
2000,"Казенне підприємство ""Спеціальне конструкторське бюро ""Молнія""",1150000.0,3350000.0,4450000.0
2000,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",7550000.0,22500000.0,29500000.0
2000,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",15500000.0,16500000.0,31500000.0
2000,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",86500000.0,86500000.0,175000000.0
2000,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",18500000.0,19500000.0,38500000.0
2000,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",4850000.0,5050000.0,9850000.0
2000,"Казенне підприємство Шосткинський казенний завод ""Зірка""",125000000.0,145000000.0,265000000.0
2000,"Рубіжнянський казенний хімічний завод ""Зоря""",225000000.0,165000000.0,385000000.0
2000,"Тернопільське державне науково-технічне підприємство ""Промінь""",47500000.0,34500000.0,82500000.0
2000,Феодосійський казенний оптичний завод,6750000.0,14500000.0,21500000.0
2000,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,115000000.0,165000000.0,275000000.0
2000,"Херсонський державний завод ""Палада""",18500000.0,30500000.0,48500000.0
2000,Хімічне казенне об'єднання імені Г.І. Петровського,62500000.0,93500000.0,155000000.0
2000,"Центральне казенне конструкторське бюро ""Протон""",10500000.0,9350000.0,19500000.0
2001,"""Львівський державний завод ""ЛОРТА""",37500000.0,76500000.0,115000000.0
2001,Ізюмський казенний приладобудівний завод,48500000.0,70500000.0,115000000.0
2001,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",3550000.0,1050000.0,4650000.0
2001,"Державна компанія з експорту та імпорту продукції і послуг військового та спеціального призначення ""Укрспецекспорт""",13500000.0,3550000.0,17500000.0
2001,Державне Південне виробничо-технічне підприємство,4050000.0,2550000.0,6650000.0
2001,"Державне виробничо-технічне підприємство ""Граніт""",1450000.0,2450000.0,3850000.0
2001,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",22500.0,77500.0,105000.0
2001,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",985000.0,235000.0,1250000.0
2001,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",185000.0,67500.0,255000.0
2001,"Державне науково-дослідне підприємство ""Конекс""",52500.0,87500.0,145000.0
2001,"Державне підприємство ""732 Вінницький ремонтний завод""",8250000.0,6950000.0,15500000.0
2001,"Державне підприємство ""Виробниче об'єднання ""Карпати""",42500000.0,49500000.0,92500000.0
2001,"Державне підприємство ""Вінницький авіаційний завод"" - ""ВІАЗ""",15500000.0,9150000.0,24500000.0
2001,"Державне підприємство ""Горлівський хімічний завод""",80500000.0,94500000.0,175000000.0
2001,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",3650000.0,9350000.0,13500000.0
2001,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",155000.0,950000.0,1150000.0
2001,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",40500000.0,41500000.0,81500000.0
2001,"Державне підприємство ""Завод імені В.О. Малишева"" ",455000000.0,635000000.0,1050000000.0
2001,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",26500000.0,4850000.0,31500000.0
2001,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",37500.0,12500.0,52500.0
2001,"Державне підприємство ""Київський державний завод ""Буревісник""",315000000.0,365000000.0,685000000.0
2001,"Державне підприємство ""Київський науково-дослідний інститут гідроприладів""",7350000.0,13500000.0,20500000.0
2001,"Державне підприємство ""Конструкторське бюро радіозв'язку""",7650000.0,9550000.0,17500000.0
2001,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",1150000.0,2750000.0,3850000.0
2001,"Державне підприємство ""Красилівський агрегатний завод""",20500000.0,27500000.0,47500000.0
2001,"Державне підприємство ""Кіровоградський ремонтний завод""",8550000.0,25500000.0,34500000.0
2001,"Державне підприємство ""Машинобудівна фірма ""Артем""",985000.0,1650000.0,2650000.0
2001,"Державне підприємство ""Науково-дослідний інститут ""Квант""",305000000.0,195000000.0,505000000.0
2001,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",7250000.0,5250000.0,12500000.0
2001,"Державне підприємство ""Науково-дослідний інститут аеропружних систем""",13500000.0,14500000.0,27500000.0
2001,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",21500000.0,19500000.0,41500000.0
2001,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",3650000.0,7350000.0,10500000.0
2001,"Державне підприємство ""Склопластик""",2450000.0,2550000.0,5050000.0
2001,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",195000.0,3450000.0,3650000.0
2001,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",125000000.0,145000000.0,275000000.0
2001,"Державне підприємство ""Тячівський завод ""Зеніт""",3550000.0,5050000.0,8650000.0
2001,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",1350000.0,2850000.0,4250000.0
2001,"Державне підприємство ""Український науково-дослідний конструкторсько-технологічний інститут еластомерних матеріалів і виробів""",8450000.0,7950000.0,16500000.0
2001,"Державне підприємство ""Укроборонсервіс""",2750000.0,1950000.0,4650000.0
2001,"Державне підприємство ""Феодосійський судномеханічний завод"" Міністерства оборони України",22500000.0,17500000.0,39500000.0
2001,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",1750000.0,5050000.0,6750000.0
2001,"Державне підприємство ""Харківський завод транспортного устаткування""",53500000.0,63500000.0,115000000.0
2001,"Державне підприємство ""Харківський машинобудівний завод ""ФЕД""",42500000.0,76500000.0,115000000.0
2001,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",135000000.0,175000000.0,305000000.0
2001,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",4750000.0,11500000.0,16500000.0
2001,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",875000.0,815000.0,1650000.0
2001,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,32500000.0,20500000.0,52500000.0
2001,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",125000000.0,205000000.0,325000000.0
2001,"Державне підприємство Завод ""Генератор""",55500000.0,56500000.0,115000000.0
2001,Державне підприємство Конструкторське бюро лазерної техніки,12500.0,5000.0,17500.0
2001,Державне підприємство Макіївський державний проектний інститут,5950000.0,2850000.0,8850000.0
2001,"Державне підприємство Міністерства оборони України ""45 експериментальний механічний завод""",14500000.0,21500000.0,35500000.0
2001,"Державне підприємство Міністерства оборони України ""Євпаторійський авіаційний ремонтний завод""",7250000.0,19500000.0,26500000.0
2001,"Державне підприємство Міністерства оборони України ""Запорізький автомобільний ремонтний завод"" (Військова частина А 0652)",5250000.0,7150000.0,12500000.0
2001,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",17500.0,5000.0,22500.0
2001,"Державне підприємство Міністерства оборони України ""Одеське авіаційно-ремонтне підприємство ""Одесавіаремсервіс""",15500000.0,19500000.0,34500000.0
2001,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",0.0,0.0,0.0
2001,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",60500000.0,65500000.0,125000000.0
2001,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",50500000.0,53500000.0,105000000.0
2001,"Державне підприємство Науково-дослідний центр ""Вертоліт""",5450000.0,12500000.0,18500000.0
2001,"Державне підприємство Науково-дослідний інститут ""Буран""",325000.0,42500.0,365000.0
2001,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",645000.0,435000.0,1050000.0
2001,Державне підприємство Український радіотехнічний інститут,3350000.0,2750000.0,6150000.0
2001,"Державне підприємство Центральне конструкторське бюро ""Ізумруд""",4050000.0,2450000.0,6450000.0
2001,Державне підприємство “Завод 410 ЦА”,41500000.0,21500000.0,63500000.0
2001,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,52500.0,22500.0,77500.0
2001,Донецький казенний завод хімічних виробів,63500000.0,88500000.0,155000000.0
2001,"Запорізьке державне підприємство ""Радіоприлад""",52500000.0,97500000.0,155000000.0
2001,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",1750000.0,865000.0,2550000.0
2001,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",56500000.0,90500000.0,145000000.0
2001,"Казенне підприємство ""Радіовимірювач""",36500000.0,66500000.0,105000000.0
2001,"Казенне підприємство ""Спеціальне конструкторське бюро ""Молнія""",955000.0,3250000.0,4250000.0
2001,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",7050000.0,22500000.0,29500000.0
2001,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",15500000.0,17500000.0,32500000.0
2001,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",89500000.0,96500000.0,185000000.0
2001,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",18500000.0,20500000.0,38500000.0
2001,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",4750000.0,5050000.0,9750000.0
2001,"Казенне підприємство Шосткинський казенний завод ""Зірка""",115000000.0,145000000.0,265000000.0
2001,"Рубіжнянський казенний хімічний завод ""Зоря""",205000000.0,165000000.0,365000000.0
2001,"Тернопільське державне науково-технічне підприємство ""Промінь""",45500000.0,33500000.0,78500000.0
2001,Феодосійський казенний оптичний завод,6750000.0,15500000.0,22500000.0
2001,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,105000000.0,165000000.0,275000000.0
2001,"Херсонський державний завод ""Палада""",17500000.0,30500000.0,48500000.0
2001,Хімічне казенне об'єднання імені Г.І. Петровського,46500000.0,83500000.0,135000000.0
2001,"Центральне казенне конструкторське бюро ""Протон""",9750000.0,9650000.0,19500000.0
2002,"""Львівський державний завод ""ЛОРТА""",36500000.0,79500000.0,115000000.0
2002,Ізюмський казенний приладобудівний завод,45500000.0,71500000.0,115000000.0
2002,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",4250000.0,1950000.0,6150000.0
2002,"Державна компанія з експорту та імпорту продукції і послуг військового та спеціального призначення ""Укрспецекспорт""",12500000.0,5250000.0,17500000.0
2002,Державне Південне виробничо-технічне підприємство,4250000.0,2450000.0,6750000.0
2002,"Державне виробничо-технічне підприємство ""Граніт""",1450000.0,2650000.0,4150000.0
2002,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",12500.0,92500.0,105000.0
2002,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",1450000.0,335000.0,1750000.0
2002,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",295000.0,135000.0,435000.0
2002,"Державне науково-дослідне підприємство ""Конекс""",185000.0,105000.0,295000.0
2002,"Державне підприємство ""732 Вінницький ремонтний завод""",7850000.0,7350000.0,15500000.0
2002,"Державне підприємство ""Виробниче об'єднання ""Карпати""",38500000.0,46500000.0,85500000.0
2002,"Державне підприємство ""Вінницький авіаційний завод"" - ""ВІАЗ""",14500000.0,9850000.0,24500000.0
2002,"Державне підприємство ""Горлівський хімічний завод""",64500000.0,97500000.0,165000000.0
2002,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",3450000.0,9650000.0,13500000.0
2002,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",195000.0,535000.0,725000.0
2002,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",135000.0,1050000.0,1150000.0
2002,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",38500000.0,44500000.0,82500000.0
2002,"Державне підприємство ""Завод імені В.О. Малишева"" ",445000000.0,645000000.0,1050000000.0
2002,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",26500000.0,5150000.0,31500000.0
2002,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",32500.0,22500.0,52500.0
2002,"Державне підприємство ""Київський науково-дослідний інститут гідроприладів""",3150000.0,10500000.0,13500000.0
2002,"Державне підприємство ""Конструкторське бюро радіозв'язку""",7150000.0,9850000.0,17500000.0
2002,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",1050000.0,2750000.0,3850000.0
2002,"Державне підприємство ""Красилівський агрегатний завод""",19500000.0,28500000.0,47500000.0
2002,"Державне підприємство ""Кіровоградський ремонтний завод""",8050000.0,25500000.0,34500000.0
2002,"Державне підприємство ""Луганський патрон""",6450000.0,6050000.0,12500000.0
2002,"Державне підприємство ""Машинобудівна фірма ""Артем""",1250000.0,1750000.0,3050000.0
2002,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",275000000.0,305000000.0,585000000.0
2002,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",7150000.0,5150000.0,12500000.0
2002,"Державне підприємство ""Науково-дослідний інститут аеропружних систем""",12500000.0,14500000.0,27500000.0
2002,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",20500000.0,20500000.0,41500000.0
2002,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",3450000.0,7550000.0,10500000.0
2002,"Державне підприємство ""Новатор""",73500000.0,105000000.0,175000000.0
2002,"Державне підприємство ""Склопластик""",2350000.0,2650000.0,5050000.0
2002,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",155000.0,3150000.0,3350000.0
2002,"Державне підприємство ""Спеціалізована зовнішньоторговельна фірма ""Прогрес""",1250000.0,1550000.0,2850000.0
2002,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",115000000.0,145000000.0,265000000.0
2002,"Державне підприємство ""Тячівський завод ""Зеніт""",3250000.0,4450000.0,7650000.0
2002,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",1350000.0,2850000.0,4150000.0
2002,"Державне підприємство ""Український науково-дослідний конструкторсько-технологічний інститут еластомерних матеріалів і виробів""",8350000.0,8350000.0,16500000.0
2002,"Державне підприємство ""Укроборонсервіс""",4050000.0,4050000.0,8150000.0
2002,"Державне підприємство ""Феодосійський судномеханічний завод"" Міністерства оборони України",21500000.0,18500000.0,39500000.0
2002,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",1550000.0,5150000.0,6750000.0
2002,"Державне підприємство ""Харківський завод транспортного устаткування""",50500000.0,63500000.0,115000000.0
2002,"Державне підприємство ""Харківський машинобудівний завод ""ФЕД""",41500000.0,79500000.0,125000000.0
2002,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",135000000.0,165000000.0,295000000.0
2002,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",4450000.0,12500000.0,16500000.0
2002,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",895000.0,925000.0,1850000.0
2002,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",1150000.0,1850000.0,2950000.0
2002,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,29500000.0,20500000.0,49500000.0
2002,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",105000000.0,155000000.0,265000000.0
2002,"Державне підприємство Завод ""Генератор""",54500000.0,59500000.0,115000000.0
2002,Державне підприємство Конструкторське бюро лазерної техніки,12500.0,5000.0,17500.0
2002,Державне підприємство Макіївський державний проектний інститут,5650000.0,3150000.0,8850000.0
2002,"Державне підприємство Міністерства оборони України ""45 експериментальний механічний завод""",13500000.0,21500000.0,35500000.0
2002,"Державне підприємство Міністерства оборони України ""Євпаторійський авіаційний ремонтний завод""",6950000.0,19500000.0,26500000.0
2002,"Державне підприємство Міністерства оборони України ""Запорізький автомобільний ремонтний завод"" (Військова частина А 0652)",3750000.0,6850000.0,10500000.0
2002,"Державне підприємство Міністерства оборони України ""Запорізький державний авіаційний ремонтний завод ""МіГремонт""",13500000.0,21500000.0,34500000.0
2002,"Державне підприємство Міністерства оборони України ""Конотопський авіаремонтний завод ""Авіакон""",24500000.0,31500000.0,56500000.0
2002,"Державне підприємство Міністерства оборони України ""Одеське авіаційно-ремонтне підприємство ""Одесавіаремсервіс""",20500000.0,20500000.0,40500000.0
2002,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",5000.0,5000.0,5000.0
2002,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",57500000.0,66500000.0,125000000.0
2002,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",46500000.0,56500000.0,105000000.0
2002,"Державне підприємство Науково-дослідний центр ""Вертоліт""",5150000.0,12500000.0,18500000.0
2002,"Державне підприємство Науково-дослідний інститут ""Буран""",315000.0,52500.0,365000.0
2002,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",935000.0,675000.0,1650000.0
2002,Державне підприємство Український радіотехнічний інститут,3150000.0,2850000.0,5950000.0
2002,"Державне підприємство Центральне конструкторське бюро ""Ізумруд""",3850000.0,2650000.0,6450000.0
2002,Державне підприємство “Антонов”,305000000.0,225000000.0,525000000.0
2002,Державне підприємство “Завод 410 ЦА”,42500000.0,25500000.0,68500000.0
2002,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,57500.0,37500.0,95000.0
2002,Донецький казенний завод хімічних виробів,64500000.0,92500000.0,155000000.0
2002,"Запорізьке державне підприємство ""Радіоприлад""",51500000.0,95000000.0,155000000.0
2002,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",1750000.0,975000.0,2750000.0
2002,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",53500000.0,94500000.0,145000000.0
2002,"Казенне підприємство ""Радіовимірювач""",35500000.0,67500000.0,105000000.0
2002,"Казенне підприємство ""Спеціальне конструкторське бюро ""Молнія""",885000.0,3050000.0,3950000.0
2002,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",6650000.0,23500000.0,29500000.0
2002,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",14500000.0,18500000.0,32500000.0
2002,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",84500000.0,105000000.0,185000000.0
2002,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",17500000.0,21500000.0,39500000.0
2002,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",4450000.0,4950000.0,9350000.0
2002,"Казенне підприємство Шосткинський казенний завод ""Зірка""",79500000.0,155000000.0,235000000.0
2002,"Рубіжнянський казенний хімічний завод ""Зоря""",195000000.0,175000000.0,365000000.0
2002,"Тернопільське державне науково-технічне підприємство ""Промінь""",41500000.0,33500000.0,75500000.0
2002,Феодосійський казенний оптичний завод,8650000.0,15500000.0,24500000.0
2002,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,115000000.0,165000000.0,275000000.0
2002,"Херсонський державний завод ""Палада""",16500000.0,31500000.0,48500000.0
2002,Хімічне казенне об'єднання імені Г.І. Петровського,45500000.0,83500000.0,125000000.0
2002,"Центральне казенне конструкторське бюро ""Протон""",8950000.0,9850000.0,18500000.0
2003,"""Львівський державний завод ""ЛОРТА""",39500000.0,85500000.0,125000000.0
2003,Ізюмський казенний приладобудівний завод,44500000.0,73500000.0,115000000.0
2003,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",4150000.0,2450000.0,6650000.0
2003,"Державна компанія з експорту та імпорту продукції і послуг військового та спеціального призначення ""Укрспецекспорт""",13500000.0,5850000.0,19500000.0
2003,Державне Південне виробничо-технічне підприємство,2950000.0,2150000.0,5150000.0
2003,"Державне виробничо-технічне підприємство ""Граніт""",1950000.0,2850000.0,4750000.0
2003,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",12500.0,47500.0,57500.0
2003,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",5950000.0,525000.0,6550000.0
2003,"Державне науково-дослідне підприємство ""Конекс""",165000.0,165000.0,335000.0
2003,"Державне підприємство ""732 Вінницький ремонтний завод""",7450000.0,7750000.0,15500000.0
2003,"Державне підприємство ""Виробниче об'єднання ""Карпати""",36500000.0,46500000.0,82500000.0
2003,"Державне підприємство ""Вінницький авіаційний завод"" - ""ВІАЗ""",13500000.0,10500000.0,23500000.0
2003,"Державне підприємство ""Горлівський хімічний завод""",60500000.0,105000000.0,165000000.0
2003,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",4650000.0,7550000.0,12500000.0
2003,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",165000.0,555000.0,725000.0
2003,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",115000.0,1050000.0,1150000.0
2003,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",35500000.0,47500000.0,82500000.0
2003,"Державне підприємство ""Завод імені В.О. Малишева"" ",425000000.0,665000000.0,1050000000.0
2003,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",25500000.0,5050000.0,30500000.0
