year,name,wear,tear,total
2003,Державне підприємство “Антонов”,295000000.0,245000000.0,535000000.0
2003,Державне підприємство “Завод 410 ЦА”,44500000.0,28500000.0,72500000.0
2003,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,72500.0,52500.0,125000.0
2003,Донецький казенний завод хімічних виробів,63500000.0,94500000.0,155000000.0
2003,"Запорізьке державне підприємство ""Радіоприлад""",47500000.0,105000000.0,145000000.0
2003,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",2050000.0,1050000.0,3150000.0
2003,"Казенне підприємство ""Житомирський ремонтний завод радіотехнічного обладнання ""Промінь""",5650000.0,6550000.0,12500000.0
2003,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",51500000.0,94500000.0,145000000.0
2003,"Казенне підприємство ""Радіовимірювач""",34500000.0,65500000.0,105000000.0
2003,"Казенне підприємство ""Спеціальне конструкторське бюро ""Молнія""",825000.0,2850000.0,3650000.0
2003,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",6250000.0,23500000.0,29500000.0
2003,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",13500000.0,19500000.0,33500000.0
2003,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",82500000.0,105000000.0,195000000.0
2003,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",15500000.0,21500000.0,36500000.0
2003,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",4350000.0,5550000.0,9850000.0
2003,"Казенне підприємство Шосткинський казенний завод ""Зірка""",76500000.0,155000000.0,225000000.0
2003,"Рубіжнянський казенний хімічний завод ""Зоря""",185000000.0,185000000.0,365000000.0
2003,"Тернопільське державне науково-технічне підприємство ""Промінь""",39500000.0,32500000.0,72500000.0
2003,Феодосійський казенний оптичний завод,8250000.0,16500000.0,24500000.0
2003,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,135000000.0,175000000.0,305000000.0
2003,"Херсонський державний завод ""Палада""",15500000.0,32500000.0,48500000.0
2003,Хімічне казенне об'єднання імені Г.І. Петровського,44500000.0,83500000.0,125000000.0
2003,"Центральне казенне конструкторське бюро ""Протон""",8350000.0,9650000.0,17500000.0
2004,"""Львівський державний завод ""ЛОРТА""",40500000.0,91500000.0,135000000.0
2004,Ізюмський казенний приладобудівний завод,44500000.0,75500000.0,115000000.0
2004,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",5050000.0,2750000.0,7850000.0
2004,"Державна компанія з експорту та імпорту продукції і послуг військового та спеціального призначення ""Укрспецекспорт""",13500000.0,7950000.0,20500000.0
2004,Державне Південне виробничо-технічне підприємство,2750000.0,2250000.0,5050000.0
2004,"Державне виробничо-технічне підприємство ""Граніт""",1750000.0,3050000.0,4750000.0
2004,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",5000.0,17500.0,22500.0
2004,"Державне науково-дослідне підприємство ""Конекс""",985000.0,435000.0,1450000.0
2004,"Державне підприємство ""732 Вінницький ремонтний завод""",7150000.0,7850000.0,14500000.0
2004,"Державне підприємство ""Виробниче об'єднання ""Карпати""",31500000.0,44500000.0,76500000.0
2004,"Державне підприємство ""Вінницький авіаційний завод"" - ""ВІАЗ""",12500000.0,10500000.0,23500000.0
2004,"Державне підприємство ""Горлівський хімічний завод""",57500000.0,105000000.0,165000000.0
2004,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",4250000.0,8250000.0,12500000.0
2004,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",135000.0,585000.0,725000.0
2004,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",105000.0,1050000.0,1150000.0
2004,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",33500000.0,50500000.0,83500000.0
2004,"Державне підприємство ""Завод імені В.О. Малишева"" ",405000000.0,675000000.0,1050000000.0
2004,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",25500000.0,5250000.0,30500000.0
2004,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",22500.0,37500.0,62500.0
2004,"Державне підприємство ""Київський державний завод ""Буревісник""",35500000.0,45500000.0,81500000.0
2004,"Державне підприємство ""Київський науково-дослідний інститут гідроприладів""",2650000.0,8550000.0,11500000.0
2004,"Державне підприємство ""Конструкторське бюро радіозв'язку""",6650000.0,9250000.0,15500000.0
2004,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",950000.0,2850000.0,3850000.0
2004,"Державне підприємство ""Красилівський агрегатний завод""",17500000.0,27500000.0,45500000.0
2004,"Державне підприємство ""Кіровоградський ремонтний завод""",6850000.0,25500000.0,32500000.0
2004,"Державне підприємство ""Луганський патрон""",5850000.0,6650000.0,12500000.0
2004,"Державне підприємство ""Львівський бронетанковий ремонтний завод""",21500000.0,29500000.0,50500000.0
2004,"Державне підприємство ""Машинобудівна фірма ""Артем""",11500000.0,11500000.0,22500000.0
2004,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",395000000.0,355000000.0,745000000.0
2004,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",4450000.0,4150000.0,8550000.0
2004,"Державне підприємство ""Науково-дослідний інститут аеропружних систем""",11500000.0,16500000.0,28500000.0
2004,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",18500000.0,22500000.0,41500000.0
2004,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",3950000.0,8050000.0,11500000.0
2004,"Державне підприємство ""Новатор""",74500000.0,105000000.0,175000000.0
2004,"Державне підприємство ""Оризон-Навігація""",3650000.0,4650000.0,8350000.0
2004,"Державне підприємство ""Склопластик""",2350000.0,3450000.0,5850000.0
2004,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",115000.0,2450000.0,2650000.0
2004,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",115000000.0,155000000.0,265000000.0
2004,"Державне підприємство ""Тячівський завод ""Зеніт""",2650000.0,4350000.0,6950000.0
2004,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",1250000.0,2750000.0,3950000.0
2004,"Державне підприємство ""Український науково-дослідний конструкторсько-технологічний інститут еластомерних матеріалів і виробів""",7650000.0,9350000.0,17500000.0
2004,"Державне підприємство ""Укроборонсервіс""",22500000.0,18500000.0,41500000.0
2004,"Державне підприємство ""Феодосійський судномеханічний завод"" Міністерства оборони України",8550000.0,9450000.0,18500000.0
2004,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",1850000.0,5350000.0,7150000.0
2004,"Державне підприємство ""Харківський завод транспортного устаткування""",18500000.0,26500000.0,44500000.0
2004,"Державне підприємство ""Харківський машинобудівний завод ""ФЕД""",41500000.0,76500000.0,115000000.0
2004,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",125000000.0,155000000.0,275000000.0
2004,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",3950000.0,12500000.0,16500000.0
2004,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",745000.0,1050000.0,1850000.0
2004,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",1150000.0,1850000.0,3050000.0
2004,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,29500000.0,22500000.0,52500000.0
2004,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",79500000.0,155000000.0,235000000.0
2004,"Державне підприємство Завод ""Генератор""",49500000.0,63500000.0,115000000.0
2004,Державне підприємство Конструкторське бюро лазерної техніки,5000.0,17500.0,22500.0
2004,Державне підприємство Макіївський державний проектний інститут,5050000.0,3550000.0,8550000.0
2004,"Державне підприємство Міністерства оборони України ""45 експериментальний механічний завод""",12500000.0,22500000.0,34500000.0
2004,"Державне підприємство Міністерства оборони України ""Євпаторійський авіаційний ремонтний завод""",6250000.0,20500000.0,26500000.0
2004,"Державне підприємство Міністерства оборони України ""Запорізький автомобільний ремонтний завод"" (Військова частина А 0652)",3350000.0,7050000.0,10500000.0
2004,"Державне підприємство Міністерства оборони України ""Запорізький державний авіаційний ремонтний завод ""МіГремонт""",13500000.0,22500000.0,36500000.0
2004,"Державне підприємство Міністерства оборони України ""Конотопський авіаремонтний завод ""Авіакон""",27500000.0,32500000.0,60500000.0
2004,"Державне підприємство Міністерства оборони України ""Львівський державний авіаційно-ремонтний завод""",13500000.0,28500000.0,41500000.0
2004,"Державне підприємство Міністерства оборони України ""Львівський радіоремонтний завод""",1350000.0,4450000.0,5850000.0
2004,"Державне підприємство Міністерства оборони України ""Одеське авіаційно-ремонтне підприємство ""Одесавіаремсервіс""",26500000.0,23500000.0,49500000.0
2004,"Державне підприємство Міністерства оборони України ""Укроборонлізинг""",9550000.0,67500.0,9650000.0
2004,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",54500000.0,69500000.0,125000000.0
2004,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",41500000.0,62500000.0,105000000.0
2004,"Державне підприємство Науково-дослідний центр ""Вертоліт""",4650000.0,10500000.0,15500000.0
2004,"Державне підприємство Науково-дослідний інститут ""Буран""",245000.0,235000.0,475000.0
2004,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",1050000.0,1250000.0,2350000.0
2004,Державне підприємство Український радіотехнічний інститут,2950000.0,3050000.0,5950000.0
2004,"Державне підприємство Центральне конструкторське бюро ""Ізумруд""",3450000.0,2450000.0,5950000.0
2004,Державне підприємство “Антонов”,28500000.0,24500000.0,53500000.0
2004,Державне підприємство “Завод 410 ЦА”,40500000.0,30500000.0,70500000.0
2004,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,47500.0,57500.0,105000.0
2004,Донецький казенний завод хімічних виробів,61500000.0,97500000.0,155000000.0
2004,"Запорізьке державне підприємство ""Радіоприлад""",47500000.0,74500000.0,125000000.0
2004,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",3850000.0,1350000.0,5150000.0
2004,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",48500000.0,105000000.0,155000000.0
2004,"Казенне підприємство ""Радіовимірювач""",33500000.0,64500000.0,98500000.0
2004,"Казенне підприємство ""Спеціальне конструкторське бюро ""Молнія""",855000.0,2250000.0,3050000.0
2004,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",5850000.0,23500000.0,29500000.0
2004,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",14500000.0,20500000.0,34500000.0
2004,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",78500000.0,115000000.0,195000000.0
2004,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",15500000.0,21500000.0,36500000.0
2004,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",4250000.0,5750000.0,9500000.0
2004,"Казенне підприємство Шосткинський казенний завод ""Зірка""",70500000.0,155000000.0,225000000.0
2004,"Рубіжнянський казенний хімічний завод ""Зоря""",175000000.0,195000000.0,375000000.0
2004,"Тернопільське державне науково-технічне підприємство ""Промінь""",33500000.0,29500000.0,63500000.0
2004,Феодосійський казенний оптичний завод,7750000.0,17500000.0,24500000.0
2004,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,135000000.0,175000000.0,315000000.0
2004,"Херсонський державний завод ""Палада""",15500000.0,33500000.0,49500000.0
2004,Хімічне казенне об'єднання імені Г.І. Петровського,44500000.0,84500000.0,125000000.0
2004,"Центральне казенне конструкторське бюро ""Протон""",7150000.0,9350000.0,16500000.0
2005,"""Львівський державний завод ""ЛОРТА""",38500000.0,93500000.0,135000000.0
2005,Ізюмський казенний приладобудівний завод,43500000.0,74500000.0,115000000.0
2005,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",4750000.0,3350000.0,8150000.0
2005,"Державна компанія з експорту та імпорту продукції і послуг військового та спеціального призначення ""Укрспецекспорт""",16500000.0,10500000.0,26500000.0
2005,Державне Південне виробничо-технічне підприємство,2550000.0,2450000.0,5050000.0
2005,"Державне виробничо-технічне підприємство ""Граніт""",1550000.0,3250000.0,4850000.0
2005,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",5000.0,22500.0,22500.0
2005,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",6350000.0,1450000.0,7850000.0
2005,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",285000.0,425000.0,705000.0
2005,"Державне науково-дослідне підприємство ""Конекс""",765000.0,655000.0,1450000.0
2005,"Державне підприємство ""732 Вінницький ремонтний завод""",6950000.0,7950000.0,14500000.0
2005,"Державне підприємство ""Виробниче об'єднання ""Карпати""",30500000.0,36500000.0,67500000.0
2005,"Державне підприємство ""Вінницький авіаційний завод"" - ""ВІАЗ""",12500000.0,11500000.0,24500000.0
2005,"Державне підприємство ""Горлівський хімічний завод""",53500000.0,105000000.0,155000000.0
2005,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",3950000.0,8650000.0,12500000.0
2005,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",485000.0,615000.0,1050000.0
2005,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",87500.0,1050000.0,1150000.0
2005,"Державне підприємство ""Житомирський ремонтно- механічний завод""",15500000.0,19500000.0,35500000.0
2005,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",31500000.0,52500000.0,84500000.0
2005,"Державне підприємство ""Завод імені В.О. Малишева"" ",325000000.0,655000000.0,975000000.0
2005,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",25500000.0,5350000.0,30500000.0
2005,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",17500.0,47500.0,62500.0
2005,"Державне підприємство ""Київський державний завод ""Буревісник""",35500000.0,49500000.0,84500000.0
2005,"Державне підприємство ""Київський науково-дослідний інститут гідроприладів""",2550000.0,8450000.0,11500000.0
2005,"Державне підприємство ""Конструкторське бюро радіозв'язку""",6350000.0,9450000.0,15500000.0
2005,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",935000.0,2850000.0,3750000.0
2005,"Державне підприємство ""Красилівський агрегатний завод""",17500000.0,28500000.0,45500000.0
2005,"Державне підприємство ""Кіровоградський ремонтний завод""",6450000.0,25500000.0,31500000.0
2005,"Державне підприємство ""Луганський патрон""",5650000.0,6950000.0,12500000.0
2005,"Державне підприємство ""Львівський бронетанковий ремонтний завод""",19500000.0,30500000.0,49500000.0
2005,"Державне підприємство ""Машинобудівна фірма ""Артем""",11500000.0,13500000.0,24500000.0
2005,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",415000000.0,395000000.0,815000000.0
2005,"Державне підприємство ""Науково-дослідний інститут ""Квант""",285000000.0,265000000.0,545000000.0
2005,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",4050000.0,3950000.0,7950000.0
2005,"Державне підприємство ""Науково-дослідний інститут аеропружних систем""",11500000.0,17500000.0,28500000.0
2005,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",16500000.0,20500000.0,37500000.0
2005,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",4050000.0,8450000.0,12500000.0
2005,"Державне підприємство ""Новатор""",70500000.0,105000000.0,175000000.0
2005,"Державне підприємство ""Оризон-Навігація""",3050000.0,5350000.0,8450000.0
2005,"Державне підприємство ""Рубін""",17500000.0,16500000.0,34500000.0
2005,"Державне підприємство ""Склопластик""",2250000.0,3550000.0,5850000.0
2005,"Державне підприємство ""Спеціальна виробничо-технічна база ""Полум'я""",12500.0,52500.0,67500.0
2005,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",105000.0,2350000.0,2450000.0
2005,"Державне підприємство ""Спеціалізована зовнішньоторговельна фірма ""Прогрес""",1750000.0,2950000.0,4750000.0
2005,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",105000000.0,165000000.0,265000000.0
2005,"Державне підприємство ""Тячівський завод ""Зеніт""",1750000.0,4350000.0,6150000.0
2005,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",1250000.0,2550000.0,3850000.0
2005,"Державне підприємство ""Український науково-дослідний конструкторсько-технологічний інститут еластомерних матеріалів і виробів""",7850000.0,9550000.0,17500000.0
2005,"Державне підприємство ""Укроборонсервіс""",28500000.0,24500000.0,53500000.0
2005,"Державне підприємство ""Феодосійський судномеханічний завод"" Міністерства оборони України",15500000.0,22500000.0,38500000.0
2005,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",1850000.0,5350000.0,7150000.0
2005,"Державне підприємство ""Харківський завод транспортного устаткування""",15500000.0,24500000.0,39500000.0
2005,"Державне підприємство ""Харківський машинобудівний завод ""ФЕД""",37500000.0,78500000.0,115000000.0
2005,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",125000000.0,155000000.0,285000000.0
2005,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",3850000.0,13500000.0,16500000.0
2005,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",715000.0,1050000.0,1750000.0
2005,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",1150000.0,1850000.0,3050000.0
2005,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,31500000.0,27500000.0,58500000.0
2005,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",77500000.0,145000000.0,225000000.0
2005,"Державне підприємство Завод ""Генератор""",45500000.0,65500000.0,115000000.0
2005,Державне підприємство Конструкторське бюро лазерної техніки,0.0,22500.0,22500.0
2005,Державне підприємство Макіївський державний проектний інститут,4850000.0,3750000.0,8550000.0
2005,"Державне підприємство Міністерства оборони України ""45 експериментальний механічний завод""",12500000.0,22500000.0,34500000.0
2005,"Державне підприємство Міністерства оборони України ""Євпаторійський авіаційний ремонтний завод""",6050000.0,20500000.0,26500000.0
2005,"Державне підприємство Міністерства оборони України ""Запорізький автомобільний ремонтний завод"" (Військова частина А 0652)",3150000.0,7050000.0,10500000.0
2005,"Державне підприємство Міністерства оборони України ""Запорізький державний авіаційний ремонтний завод ""МіГремонт""",12500000.0,24500000.0,36500000.0
2005,"Державне підприємство Міністерства оборони України ""Конотопський авіаремонтний завод ""Авіакон""",27500000.0,35500000.0,62500000.0
2005,"Державне підприємство Міністерства оборони України ""Львівський державний авіаційно-ремонтний завод""",13500000.0,29500000.0,42500000.0
2005,"Державне підприємство Міністерства оборони України ""Львівський радіоремонтний завод""",1250000.0,4550000.0,5850000.0
2005,"Державне підприємство Міністерства оборони України ""Науково-дослідний інститут радіоелектронної техніки""",455000.0,52500.0,505000.0
2005,"Державне підприємство Міністерства оборони України ""Одеське авіаційно-ремонтне підприємство ""Одесавіаремсервіс""",28500000.0,24500000.0,53500000.0
2005,"Державне підприємство Науково-виробничий комплекс ""Прогрес""",49500000.0,68500000.0,115000000.0
2005,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",38500000.0,65500000.0,105000000.0
2005,"Державне підприємство Науково-дослідний центр ""Вертоліт""",4450000.0,10500000.0,15500000.0
2005,"Державне підприємство Науково-дослідний інститут ""Буран""",245000.0,285000.0,525000.0
2005,"Державне підприємство Науково-дослідний інститут радіолокаційних систем ""Квант-Радіолокація""",1150000.0,1550000.0,2650000.0
2005,Державне підприємство Український радіотехнічний інститут,1750000.0,3050000.0,4750000.0
2005,"Державне підприємство Центральне конструкторське бюро ""Ізумруд""",3450000.0,2450000.0,5850000.0
2005,Державне підприємство “Завод 410 ЦА”,38500000.0,32500000.0,71500000.0
2005,Державне підприємство “Спеціалізована зовнішньоторговельна фірма “Укроборонекспорт”,42500.0,62500.0,105000.0
2005,Державний науково-дослідний інститут хімічних продуктів,6050000.0,8450000.0,14500000.0
2005,Донецький казенний завод хімічних виробів,65500000.0,105000000.0,165000000.0
2005,"Запорізьке державне підприємство ""Радіоприлад""",46500000.0,74500000.0,125000000.0
2005,"Казенне підприємство ""Дослідно-проектний центр кораблебудування""",3950000.0,1850000.0,5750000.0
2005,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",46500000.0,105000000.0,155000000.0
2005,"Казенне підприємство ""Радіовимірювач""",32500000.0,63500000.0,96500000.0
2005,"Казенне підприємство ""Спеціальне конструкторське бюро ""Молнія""",1050000.0,1750000.0,2850000.0
2005,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",5550000.0,24500000.0,29500000.0
2005,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",14500000.0,21500000.0,35500000.0
2005,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",81500000.0,135000000.0,215000000.0
2005,"Казенне підприємство Костянтинівське казенне науково-виробниче підприємство ""Кварсит""",14500000.0,21500000.0,36500000.0
2005,"Казенне підприємство Науково-технічний комплекс ""Імпульс""",4050000.0,5950000.0,10500000.0
2005,"Казенне підприємство Шосткинський казенний завод ""Зірка""",66500000.0,145000000.0,215000000.0
2005,"Рубіжнянський казенний хімічний завод ""Зоря""",175000000.0,205000000.0,375000000.0
2005,"Тернопільське державне науково-технічне підприємство ""Промінь""",27500000.0,28500000.0,56500000.0
2005,Феодосійський казенний оптичний завод,7450000.0,17500000.0,24500000.0
2005,Харківське державне авіаційне орденів Жовтневої революції та Трудового Червоного прапору виробниче підприємство,125000000.0,185000000.0,315000000.0
2005,"Херсонський державний завод ""Палада""",14500000.0,35500000.0,50500000.0
2005,Хімічне казенне об'єднання імені Г.І. Петровського,44500000.0,85500000.0,135000000.0
2005,"Центральне казенне конструкторське бюро ""Протон""",6850000.0,9650000.0,16500000.0
2006,"""Львівський державний завод ""ЛОРТА""",36500000.0,95500000.0,135000000.0
2006,Ізюмський казенний приладобудівний завод,42500000.0,73500000.0,115000000.0
2006,"Державна госпрозрахункова зовнішньоторговельна та інвестиційна фірма ""Укрінмаш""  ",3650000.0,4350000.0,7950000.0
2006,"Державна компанія з експорту та імпорту продукції і послуг військового та спеціального призначення ""Укрспецекспорт""",13500000.0,12500000.0,26500000.0
2006,Державне Південне виробничо-технічне підприємство,1550000.0,2050000.0,3650000.0
2006,"Державне виробничо-технічне підприємство ""Граніт""",1750000.0,3450000.0,5150000.0
2006,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",5000.0,22500.0,22500.0
2006,"Державне госпрозрахункове зовнішньоторговельне підприємство ""Спецтехноекспорт""   ",6250000.0,2450000.0,8650000.0
2006,"Державне зовнішньоторговельне та інвестиційне підприємство ""Промоборонекспорт""",555000.0,385000.0,935000.0
2006,"Державне науково-дослідне підприємство ""Конекс""",725000.0,735000.0,1450000.0
2006,"Державне підприємство ""2 ремонтний завод засобів зв'язку""",1150000.0,2950000.0,4050000.0
2006,"Державне підприємство ""732 Вінницький ремонтний завод""",7050000.0,7950000.0,14500000.0
2006,"Державне підприємство ""Виробниче об'єднання ""Карпати""",23500000.0,34500000.0,58500000.0
2006,"Державне підприємство ""Вінницький авіаційний завод"" - ""ВІАЗ""",10500000.0,8550000.0,18500000.0
2006,"Державне підприємство ""Горлівський хімічний завод""",48500000.0,105000000.0,145000000.0
2006,"Державне підприємство ""Державне Київське конструкторське бюро ""Луч""",3350000.0,9250000.0,12500000.0
2006,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",445000.0,645000.0,1050000.0
2006,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",72500.0,1050000.0,1150000.0
2006,"Державне підприємство ""Житомирський ремонтно- механічний завод""",15500000.0,19500000.0,35500000.0
2006,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",30500000.0,55500000.0,85500000.0
2006,"Державне підприємство ""Завод імені В.О. Малишева"" ",305000000.0,655000000.0,955000000.0
2006,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",25500000.0,5350000.0,30500000.0
2006,"Державне підприємство ""Зовнішньоторговельна фірма ""ТАСКО-експорт""",185000.0,105000.0,285000.0
2006,"Державне підприємство ""Київський державний завод ""Буревісник""",36500000.0,51500000.0,88500000.0
2006,"Державне підприємство ""Київський науково-дослідний інститут гідроприладів""",2650000.0,8750000.0,11500000.0
2006,"Державне підприємство ""Конструкторське бюро радіозв'язку""",875000.0,6650000.0,7550000.0
2006,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",885000.0,2950000.0,3750000.0
2006,"Державне підприємство ""Красилівський агрегатний завод""",15500000.0,29500000.0,45500000.0
2006,"Державне підприємство ""Кіровоградський ремонтний завод""",5850000.0,22500000.0,28500000.0
2006,"Державне підприємство ""Луганський патрон""",5350000.0,7150000.0,12500000.0
2006,"Державне підприємство ""Львівський бронетанковий ремонтний завод""",19500000.0,31500000.0,51500000.0
2006,"Державне підприємство ""Машинобудівна фірма ""Артем""",11500000.0,14500000.0,26500000.0
2006,"Державне підприємство ""Миколаївський авіаремонтний завод ""НАРП""",23500000.0,55500000.0,78500000.0
2006,"Державне підприємство ""Науково-виробничий комплекс газотурбобудування ""Зоря"" - ""Машпроект""",415000000.0,445000000.0,865000000.0
2006,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",3850000.0,3350000.0,7250000.0
2006,"Державне підприємство ""Науково-дослідний інститут аеропружних систем""",10500000.0,17500000.0,28500000.0
2006,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",14500000.0,19500000.0,33500000.0
2006,"Державне підприємство ""Науково-технічний комплекс ""Завод точної механіки""",3850000.0,8750000.0,12500000.0
2006,"Державне підприємство ""Новатор""",63500000.0,105000000.0,165000000.0
2006,"Державне підприємство ""Оризон-Навігація""",3150000.0,6450000.0,9550000.0
2006,"Державне підприємство ""Рубін""",18500000.0,16500000.0,35500000.0
2006,"Державне підприємство ""Склопластик""",2250000.0,3550000.0,5750000.0
2006,"Державне підприємство ""Спеціальна виробничо-технічна база ""Полум'я""",12500.0,42500.0,52500.0
2006,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",95000.0,2350000.0,2450000.0
2006,"Державне підприємство ""Спеціалізована зовнішньоторговельна фірма ""Прогрес""",1050000.0,3750000.0,4850000.0
2006,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",98500000.0,155000000.0,255000000.0
2006,"Державне підприємство ""Тячівський завод ""Зеніт""",1750000.0,4250000.0,5950000.0
2006,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",1250000.0,2350000.0,3650000.0
2006,"Державне підприємство ""Український науково-дослідний конструкторсько-технологічний інститут еластомерних матеріалів і виробів""",7450000.0,9500000.0,17500000.0
2006,"Державне підприємство ""Укроборонсервіс""",49500000.0,31500000.0,80500000.0
2006,"Державне підприємство ""Феодосійський судномеханічний завод"" Міністерства оборони України",14500000.0,23500000.0,38500000.0
2006,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",2050000.0,5550000.0,7550000.0
2006,"Державне підприємство ""Харківський завод транспортного устаткування""",9050000.0,22500000.0,31500000.0
2006,"Державне підприємство ""Харківський машинобудівний завод ""ФЕД""",35500000.0,80500000.0,115000000.0
2006,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",115000000.0,145000000.0,265000000.0
2006,"Державне підприємство ""Херсонський завод суднового обладнання та суднової арматури""",3450000.0,13500000.0,16500000.0
2006,"Державне підприємство ""Центральне конструкторське бюро ""Чорноморець""",795000.0,1050000.0,1850000.0
2006,"Державне підприємство ""Центральний науково-дослідний інститут навігації і управління""",1250000.0,2150000.0,3450000.0
2006,"Державне підприємство ""Шепетівський ремонтний завод""",5150000.0,8050000.0,13500000.0
